nominal_head_id,nominal_head_form,nominal_head_upos,nominal_head_deprel,head_number,head_frequency,dependent_frequency,modifier_to_head_ratio,dependent_id,dependent_form,dependent_upos,dependent_deprel,distance,position,num_nouns_before,num_adjs_before,num_adjs_after,np_depth,num_dependents_head,num_dependents_dependent,ezafe_label,relative_position_in_sent,np_deprel_pattern,source_file
14.0,ōš,NOUN,conj,Sing,11,1,0.09090900826453795,16.0,pāyāg,ADJ,amod,2.0,1,3,3,6,2,2,1,1,0.17073170731707318,cc amod,DD-K35.conllu
18.0,xrad,NOUN,conj,Sing,83,1,0.01204819131949502,20.0,wizīnāg,ADJ,amod,2.0,1,4,4,5,2,2,1,1,0.21951219512195122,cc amod,DD-K35.conllu
22.0,čihr,NOUN,conj,Sing,9,1,0.11111098765445816,24.0,xwadbizešk,ADJ,amod,2.0,1,5,5,4,2,2,1,1,0.2682926829268293,cc amod,DD-K35.conllu
26.0,zōr,NOUN,conj,Sing,10,1,0.0999999000001,28.0,rāyēnāg,ADJ,amod,2.0,1,6,6,3,2,2,1,1,0.3170731707317073,cc amod,DD-K35.conllu
30.0,čašm,NOUN,conj,Sing,16,0,0.0,32.0,dīd,NOUN,nmod,2.0,1,7,7,2,2,2,1,0,0.36585365853658536,cc nmod,DD-K35.conllu
34.0,gōš,NOUN,conj,Sing,8,0,0.0,36.0,āšnūd,NOUN,nmod,2.0,1,9,7,2,2,2,1,0,0.4146341463414634,cc nmod,DD-K35.conllu
38.0,wēnīg,NOUN,conj,Sing,2,0,0.0,40.0,hambōyīd,NOUN,nmod,2.0,1,11,7,2,2,2,1,0,0.4634146341463415,cc nmod,DD-K35.conllu
42.0,dahān,NOUN,conj,Sing,11,56,5.090904462814125,45.0,dānistan,NOUN,nmod,3.0,1,13,7,2,2,2,2,0,0.5121951219512195,cc nmod,DD-K35.conllu
45.0,dānistan,NOUN,nmod,Sing,4,0,0.0,44.0,mizag,NOUN,nmod,1.0,2,15,7,2,1,2,0,0,0.5487804878048781,case nmod,DD-K35.conllu
47.0,kirb,NOUN,conj,Sing,24,0,0.0,50.0,ōšmārdan,NOUN,nmod,3.0,1,16,7,2,2,2,2,0,0.573170731707317,cc nmod,DD-K35.conllu
50.0,ōšmārdan,NOUN,nmod,Sing,2,0,0.0,49.0,pahrmāyišn,NOUN,nmod,1.0,2,18,7,2,1,2,0,0,0.6097560975609756,case nmod,DD-K35.conllu
52.0,dil,NOUN,conj,Sing,9,0,0.0,54.0,menīd,NOUN,nmod,2.0,1,19,7,2,2,2,1,0,0.6341463414634146,cc nmod,DD-K35.conllu
55.0,uzwān,NOUN,conj,Sing,4,373,93.24976687558282,57.0,guftan,NOUN,nmod,2.0,1,21,7,2,2,1,1,0,0.6707317073170732,nmod,DD-K35.conllu
59.0,dast,NOUN,conj,Sing,29,13,0.4482757074911354,61.0,warzīdan,NOUN,nmod,2.0,1,23,7,2,2,2,1,0,0.7195121951219512,cc nmod,DD-K35.conllu
62.0,pāy,NOUN,conj,Sing,11,57,5.181813471078663,64.0,raftan,NOUN,nmod,2.0,1,25,7,2,2,1,1,0,0.7560975609756098,nmod,DD-K35.conllu
69.0,ēd,PRON,conj,Sing,73,0,0.0,71.0,pōyādan,NOUN,nmod,2.0,1,28,7,2,2,1,1,0,0.8414634146341463,nmod,DD-K35.conllu
71.0,pōyādan,NOUN,nmod,Sing,1,0,0.0,70.0,waxšišnān,NOUN,nmod,1.0,2,29,7,2,1,1,0,0,0.8658536585365854,nmod,DD-K35.conllu
80.0,dārišn,NOUN,obl,Sing,7,16,2.285711020412828,81.0,rawāg,ADJ,amod,1.0,1,31,8,1,1,1,0,0,0.975609756097561,amod,DD-K35.conllu
2.0,xwēškārīh,NOUN,nsubj,Sing,16,9,0.5624996484377197,3.0,hamist,ADV,advmod,1.0,1,0,0,0,1,1,0,0,0.2857142857142857,advmod,DD-K35.conllu
10.0,rōšngar,NOUN,obj,Sing,1,868,867.9913200867991,9.0,ān,DET,det,1.0,2,5,0,1,2,3,0,0,0.5882352941176471,det conj conj,DD-K35.conllu
5.0,mardōmān,NOUN,obl,Plur,171,1,0.00584795287438872,4.0,windādār,ADJ,amod,1.0,2,0,2,7,1,2,0,0,0.1388888888888889,case amod,DD-K35.conllu
7.0,bowandagīh,NOUN,obj,Sing,8,37,4.624994218757227,6.0,rāst,ADJ,amod,1.0,2,1,3,6,2,3,0,0,0.19444444444444445,amod amod conj,DD-K35.conllu
7.0,bowandagīh,NOUN,obj,Sing,8,9,1.124998593751758,9.0,xwēš,PRON,amod,2.0,1,1,3,6,2,3,1,1,0.19444444444444445,amod amod conj,DD-K35.conllu
12.0,wimand,NOUN,conj,Sing,10,10,0.9999990000010001,11.0,druyist,ADJ,amod,1.0,2,2,4,5,1,2,0,0,0.3333333333333333,cc amod,DD-K35.conllu
15.0,xwadāyīh,NOUN,obj,Sing,56,339,6.0535703475767235,14.0,abartom,ADJ,amod,1.0,2,3,5,4,2,2,0,0,0.4166666666666667,amod nmod,DD-K35.conllu
15.0,xwadāyīh,NOUN,obj,Sing,56,0,0.0,17.0,dādār,NOUN,nmod,2.0,1,3,5,4,2,2,1,1,0.4166666666666667,amod nmod,DD-K35.conllu
22.0,rawāggarīh,NOUN,obl,Sing,2,0,0.0,25.0,kām,NOUN,nmod,3.0,1,5,5,4,2,2,2,1,0.6111111111111112,case nmod,DD-K35.conllu
25.0,kām,NOUN,nmod,Sing,36,58,1.6111106635803711,24.0,=š,PRON,nmod,1.0,2,6,5,4,1,2,0,0,0.6944444444444444,det nmod,DD-K35.conllu
29.0,dōst,NOUN,conj,Sing,8,2,0.24999968750039064,28.0,wispweh,ADJ,amod,1.0,2,7,6,3,3,8,0,0,0.8055555555555556,cc obl obl amod conj conj conj cop,DD-K35.conllu
31.0,stāyīdār,NOUN,conj,Sing,4,31,7.749980625048438,30.0,abēzag,ADJ,amod,1.0,2,8,7,2,1,1,0,0,0.8611111111111112,amod,DD-K35.conllu
4.0,wehīh,NOUN,nsubj,Sing,30,15,0.4999998333333889,2.0,ēd,DET,det,2.0,2,0,0,5,2,3,0,0,0.14814814814814814,det nummod amod,DD-K35.conllu
4.0,wehīh,NOUN,nsubj,Sing,30,65,2.166665944444685,3.0,se,NUM,nummod,1.0,2,0,0,5,2,3,0,0,0.14814814814814814,det nummod amod,DD-K35.conllu
4.0,wehīh,NOUN,nsubj,Sing,30,2,0.06666664444445185,6.0,ōšmurd,ADJ,amod,2.0,1,0,0,5,2,3,1,1,0.14814814814814814,det nummod amod,DD-K35.conllu
10.0,rāh,NOUN,obl,Sing,52,93,1.7884611945266933,9.0,dō,NUM,nummod,1.0,2,1,2,3,4,4,0,0,0.37037037037037035,case nummod acl:relcl acl:relcl,DD-K35.conllu
17.0,grift,NOUN,acl:relcl,Sing,5,6,1.1999976000048,16.0,dānišnīg,ADJ,amod,1.0,2,3,3,2,3,5,0,0,0.6296296296296297,mark cop amod conj acl:relcl,DD-K35.conllu
20.0,hištan,NOUN,conj,Sing,3,6,1.9999933333555555,19.0,dānišnīg,ADJ,amod,1.0,2,4,4,1,1,2,0,0,0.7407407407407407,cc amod,DD-K35.conllu
23.0,abzār,NOUN,nsubj,Sing,27,58,2.1481473525380177,22.0,=š,PRON,nmod,1.0,2,5,4,1,1,1,0,0,0.8518518518518519,nmod,DD-K35.conllu
27.0,tuxšāgīh,NOUN,conj,Sing,7,10,1.4285693877580177,26.0,frārōn,ADJ,amod,1.0,2,7,5,0,1,2,0,0,1.0,cc amod,DD-K35.conllu
3.0,dastwar,NOUN,nsubj,Sing,38,58,1.52631538781174,2.0,=š,PRON,nmod,1.0,2,0,0,0,1,1,0,0,0.23076923076923078,nmod,DD-K35.conllu
6.0,rāyēnīdārīh,NOUN,nmod,Sing,6,868,144.6664255559574,7.0,ān,DET,nmod,1.0,1,1,0,0,3,3,0,0,0.46153846153846156,det nmod nmod,DD-K35.conllu
6.0,rāyēnīdārīh,NOUN,nmod,Sing,6,0,0.0,9.0,dēn,NOUN,nmod,3.0,1,1,0,0,3,3,2,0,0.46153846153846156,det nmod nmod,DD-K35.conllu
9.0,dēn,NOUN,nmod,Sing,201,0,0.0,11.0,yazadān,NOUN,nmod,2.0,1,2,0,0,2,2,1,1,0.6923076923076923,case nmod,DD-K35.conllu
3.0,bun,NOUN,nsubj,Sing,53,58,1.0943394161623743,2.0,=š,PRON,nmod,1.0,2,0,0,0,1,1,0,0,0.3333333333333333,nmod,DD-K35.conllu
9.0,wehīh,NOUN,nmod,Sing,30,1,0.033333322222225924,8.0,wahmanīgīhā,ADV,advmod,1.0,2,2,0,0,1,2,0,0,1.0,case advmod,DD-K35.conllu
2.0,pēšēnīgān,NOUN,nsubj,Plur,8,16,1.9999975000031252,3.0,dēnīgān,NOUN,nmod,1.0,1,0,0,3,1,1,0,0,0.08,nmod,DD-K35.conllu
11.0,wehīh,NOUN,obj,Sing,30,868,28.933323688892106,8.0,ān,DET,det,3.0,2,2,1,2,2,2,0,0,0.44,det amod,DD-K35.conllu
11.0,wehīh,NOUN,obj,Sing,30,1,0.033333322222225924,10.0,wahmanīg,ADJ,amod,1.0,2,2,1,2,2,2,1,1,0.44,det amod,DD-K35.conllu
21.0,mēnōy,NOUN,nsubj,Sing,123,868,7.056909995373171,18.0,ān,DET,det,3.0,2,5,2,1,2,2,0,0,0.84,det amod,DD-K35.conllu
21.0,mēnōy,NOUN,nsubj,Sing,123,73,0.5934958867076515,20.0,weh,ADJ,amod,1.0,2,5,2,1,2,2,1,1,0.84,det amod,DD-K35.conllu
22.0,rāh,NOUN,obj,Sing,52,37,0.7115383247041683,24.0,rāst,ADJ,amod,2.0,1,6,2,1,2,1,1,1,0.88,amod,DD-K35.conllu
2.0,rāh,NOUN,obl,Sing,52,37,0.7115383247041683,4.0,rāst,ADJ,amod,2.0,1,0,0,1,2,2,1,1,0.25,case amod,DD-K35.conllu
5.0,kām,NOUN,obj,Sing,36,0,0.0,7.0,dādār,NOUN,nmod,2.0,1,1,1,0,2,1,1,1,0.625,nmod,DD-K35.conllu
3.0,kāmišngarīh,NOUN,obl,Sing,10,0,0.0,5.0,dādār,NOUN,nmod,2.0,1,0,0,1,2,2,1,1,0.21428571428571427,case nmod,DD-K35.conllu
10.0,nēkīh,NOUN,ccomp,Sing,28,1,0.03571427295918823,12.0,frašgirdīg,ADJ,nmod,2.0,1,2,0,1,2,2,1,1,0.7142857142857143,nsubj nmod,DD-K35.conllu
5.0,mard,NOUN,nsubj,Sing,156,10,0.06410255999342564,7.0,ašō,ADJ,amod,2.0,1,1,1,1,2,1,1,1,0.2777777777777778,amod,DD-K35.conllu
14.0,xwēškārīh,NOUN,obj,Sing,16,868,54.24996609377119,13.0,ān,DET,det,1.0,2,3,2,0,3,2,0,0,0.7777777777777778,det acl:relcl,DD-K35.conllu
6.0,nēfrēbīhist,NOUN,obl,Sing,1,58,57.99942000579994,2.0,=š,PRON,nmod,4.0,2,1,0,2,2,3,0,0,0.6,nmod case nmod,DD-K35.conllu
6.0,nēfrēbīhist,NOUN,obl,Sing,1,0,0.0,9.0,druz,NOUN,nmod,3.0,1,1,0,2,2,3,2,1,0.6,nmod case nmod,DD-K35.conllu
9.0,druz,NOUN,nmod,Sing,56,1,0.017857139668367914,8.0,hāzāngar,ADJ,amod,1.0,2,2,1,1,1,2,0,0,0.9,det amod,DD-K35.conllu
3.0,wizīdārīh,NOUN,obl,Sing,2,0,0.0,5.0,xrad,NOUN,nmod,2.0,1,0,0,5,3,3,1,0,0.11538461538461539,case nmod nmod,DD-K35.conllu
3.0,wizīdārīh,NOUN,obl,Sing,2,0,0.0,9.0,kām,NOUN,nmod,6.0,1,0,0,5,3,3,2,0,0.11538461538461539,case nmod nmod,DD-K35.conllu
9.0,kām,NOUN,nmod,Sing,36,868,24.111104413582105,6.0,ān,DET,det,3.0,2,3,0,5,2,2,0,0,0.34615384615384615,det nmod,DD-K35.conllu
9.0,kām,NOUN,nmod,Sing,36,0,0.0,8.0,dādār,NOUN,nmod,1.0,2,3,0,5,2,2,1,1,0.34615384615384615,det nmod,DD-K35.conllu
23.0,čē,PRON,nmod,Sing,99,19,0.19191917253341692,24.0,awiš,ADV,advmod,1.0,1,5,4,1,2,2,1,0,0.8846153846153846,case advmod,DD-K35.conllu
9.0,mehīh,NOUN,nsubj,Sing,5,868,173.5996528006944,8.0,ān,DET,det,1.0,2,0,0,1,1,2,0,0,0.6,det conj,DD-K35.conllu
13.0,mēnōy,NOUN,obl,Sing,123,229,1.8617884665212627,12.0,=iz,ADV,advmod,1.0,2,2,0,1,1,2,0,0,0.8666666666666667,case advmod,DD-K35.conllu
4.0,pursišn,NOUN,advcl,Sing,47,23,0.4893615980081706,2.0,sidīgar,ADJ,amod,2.0,2,0,1,1,1,1,0,0,0.2857142857142857,amod,DD-K35.conllu
8.0,mard,NOUN,obl,Sing,156,10,0.06410255999342564,10.0,ašō,ADJ,amod,2.0,1,1,1,1,2,1,1,1,0.5714285714285714,amod,DD-K35.conllu
12.0,mehīh,NOUN,nsubj,Sing,5,224,44.7999104001792,11.0,ēn,DET,det,1.0,2,2,2,0,1,1,0,0,0.8571428571428571,det,DD-K35.conllu
14.0,čim,NOUN,obl,Sing,54,181,3.3518512311386606,13.0,čē,DET,det,1.0,2,3,2,0,1,2,0,0,1.0,det case,DD-K35.conllu
5.0,rāh,NOUN,nsubj,Sing,52,0,0.0,8.0,kāmišngarīh,NOUN,nmod,3.0,1,0,1,0,3,1,3,1,0.35714285714285715,nmod,DD-K35.conllu
8.0,kāmišngarīh,NOUN,nmod,Sing,10,0,0.0,10.0,dādār,NOUN,nmod,2.0,1,1,1,0,2,3,1,1,0.5714285714285714,det case nmod,DD-K35.conllu
11.0,šnāyišn,NOUN,csubj,Sing,10,0,0.0,14.0,kām,NOUN,nmod,3.0,1,3,1,0,4,3,2,1,0.7857142857142857,mark nsubj nmod,DD-K35.conllu
14.0,kām,NOUN,nmod,Sing,36,58,1.6111106635803711,13.0,=š,PRON,nmod,1.0,2,4,1,0,1,2,0,0,1.0,det nmod,DD-K35.conllu
3.0,kāmšnāyišnīh,NOUN,nsubj,Sing,1,868,867.9913200867991,2.0,ān,DET,det,1.0,2,0,0,2,1,1,0,0,0.3333333333333333,det,DD-K35.conllu
5.0,xrad,NOUN,obl,Sing,83,10,0.12048191319495022,7.0,druyist,ADJ,amod,2.0,1,1,0,2,2,2,1,1,0.5555555555555556,case amod,DD-K35.conllu
2.0,xrad,NOUN,nsubj,Sing,83,868,10.457830065321678,1.0,ān,DET,det,1.0,2,0,0,3,4,2,0,0,0.06451612903225806,det acl:relcl,DD-K35.conllu
5.0,kām,NOUN,obj,Sing,36,0,0.0,8.0,yazadān,NOUN,nmod,3.0,1,1,0,3,2,1,2,1,0.16129032258064516,nmod,DD-K35.conllu
8.0,yazadān,NOUN,nmod,Plur,134,10,0.07462686010247313,7.0,mēnōyān,ADJ,amod,1.0,2,2,1,2,1,2,0,0,0.25806451612903225,det amod,DD-K35.conllu
14.0,dēn,NOUN,conj,Sing,201,372,1.8507461765797921,13.0,bē,CCONJ,cc,1.0,2,3,1,2,4,4,0,0,0.45161290322580644,cc amod amod acl:relcl,DD-K35.conllu
14.0,dēn,NOUN,conj,Sing,201,37,0.18407959283186104,16.0,rāst,ADJ,amod,2.0,1,3,1,2,4,4,1,1,0.45161290322580644,cc amod amod acl:relcl,DD-K35.conllu
14.0,dēn,NOUN,conj,Sing,201,31,0.15422884804831602,18.0,abēzag,ADJ,amod,4.0,1,3,1,2,4,4,1,1,0.45161290322580644,cc amod amod acl:relcl,DD-K35.conllu
22.0,dānišn,NOUN,acl:relcl,Sing,14,10,0.7142852040819971,21.0,mēnōyān,NOUN,nmod,1.0,2,5,3,0,3,6,0,0,0.7096774193548387,mark cop nmod conj conj conj,DD-K35.conllu
24.0,frahang,NOUN,conj,Sing,7,0,0.0,23.0,frahangān,NOUN,nmod,1.0,2,7,3,0,1,1,0,0,0.7741935483870968,nmod,DD-K35.conllu
27.0,awestādīh,NOUN,conj,Sing,2,0,0.0,26.0,awestādīhān,NOUN,nmod,1.0,2,9,3,0,1,2,0,0,0.8709677419354839,cc nmod,DD-K35.conllu
29.0,tōhmag,NOUN,conj,Sing,26,0,0.0,31.0,wispdānišnān,NOUN,nmod,2.0,1,10,3,0,2,2,1,1,0.9354838709677419,cc nmod,DD-K35.conllu
6.0,dēn,NOUN,nmod,Sing,201,31,0.15422884804831602,5.0,abēzag,ADJ,amod,1.0,2,0,1,3,2,3,0,0,0.20689655172413793,det amod nmod,DD-K35.conllu
6.0,dēn,NOUN,nmod,Sing,201,11,0.05472636543649923,8.0,mazdēsnān,NOUN,nmod,2.0,1,0,1,3,2,3,1,1,0.20689655172413793,det amod nmod,DD-K35.conllu
9.0,rawāgīh,NOUN,nsubj,Sing,13,868,66.76917940832354,2.0,ān,DET,det,7.0,2,2,1,3,3,3,0,0,0.3103448275862069,det advmod nmod,DD-K35.conllu
9.0,rawāgīh,NOUN,nsubj,Sing,13,229,17.615371065099183,3.0,=iz,ADV,advmod,6.0,2,2,1,3,3,3,0,0,0.3103448275862069,det advmod nmod,DD-K35.conllu
9.0,rawāgīh,NOUN,nsubj,Sing,13,0,0.0,6.0,dēn,NOUN,nmod,3.0,2,2,1,3,3,3,3,1,0.3103448275862069,det advmod nmod,DD-K35.conllu
24.0,zardušt,PROPN,vocative,Sing,141,0,0.0,23.0,spitāmān,PROPN,nmod,1.0,2,6,2,2,1,1,0,0,0.8275862068965517,nmod,DD-K35.conllu
25.0,mard,NOUN,obj,Sing,156,10,0.06410255999342564,27.0,ašō,ADJ,amod,2.0,1,7,2,2,2,2,1,1,0.8620689655172413,amod amod,DD-K35.conllu
25.0,mard,NOUN,obj,Sing,156,1,0.006410255999342564,29.0,kirdxrad,ADJ,amod,4.0,1,7,2,2,2,2,1,1,0.8620689655172413,amod amod,DD-K35.conllu
4.0,dēn,NOUN,obj,Sing,201,1,0.004975124130590839,3.0,hamōšmur,ADJ,amod,1.0,2,0,1,1,2,2,0,0,0.25,amod acl:relcl,DD-K35.conllu
16.0,frašegird,NOUN,acl:relcl,Sing,17,1,0.058823494809708936,15.0,hutāšīd,ADJ,amod,1.0,2,4,2,0,1,2,0,0,1.0,mark amod,DD-K35.conllu
8.0,gēhān,NOUN,nsubj:pass,Sing,111,868,7.819819115331611,5.0,ān,DET,det,3.0,2,2,0,4,2,2,0,0,0.16326530612244897,det nmod,DD-K35.conllu
8.0,gēhān,NOUN,nsubj:pass,Sing,111,0,0.0,7.0,ahlāyīh,NOUN,nmod,1.0,2,2,0,4,2,2,1,1,0.16326530612244897,det nmod,DD-K35.conllu
13.0,wattarīh,NOUN,nsubj,Sing,6,158,26.333289444517593,12.0,harw,DET,det,1.0,2,4,0,4,1,1,0,0,0.2653061224489796,det,DD-K35.conllu
19.0,wehīh,NOUN,nsubj,Sing,30,158,5.266664911111697,18.0,harw,DET,det,1.0,2,6,0,4,1,1,0,0,0.3877551020408163,det,DD-K35.conllu
22.0,xrad,NOUN,nsubj,Sing,83,19,0.2289156350704054,21.0,pahlom,ADJ,amod,1.0,2,7,1,3,1,1,0,0,0.4489795918367347,amod,DD-K35.conllu
23.0,dēn,NOUN,conj,Sing,201,31,0.15422884804831602,25.0,abēzag,ADJ,amod,2.0,1,8,1,3,3,4,1,1,0.46938775510204084,cc nsubj amod acl:relcl,DD-K35.conllu
28.0,rawāgīh,NOUN,nsubj,Sing,13,58,4.461535029588439,27.0,=š,PRON,nmod,1.0,2,9,2,2,1,1,0,0,0.5714285714285714,nmod,DD-K35.conllu
34.0,mehīh,NOUN,nsubj,Sing,5,0,0.0,36.0,mardān,NOUN,nmod,2.0,1,11,2,2,6,1,3,0,0.6938775510204082,nmod,DD-K35.conllu
36.0,mardān,NOUN,nmod,Plur,156,11,0.07051281599276821,35.0,pāšomān,ADJ,amod,1.0,2,12,3,1,5,3,0,0,0.7346938775510204,amod amod acl:relcl,DD-K35.conllu
36.0,mardān,NOUN,nmod,Plur,156,10,0.06410255999342564,38.0,ašōwān,ADJ,amod,2.0,1,12,3,1,5,3,1,1,0.7346938775510204,amod amod acl:relcl,DD-K35.conllu
2.0,pursišn,NOUN,advcl,Sing,47,15,0.3191488682661982,1.0,čahārom,ADJ,amod,1.0,2,0,1,1,1,1,0,0,0.06666666666666667,amod,DD-K35.conllu
8.0,zaxm,NOUN,dislocated:topic,Sing,2,224,111.99944000279999,7.0,ēn,DET,det,1.0,2,1,2,0,5,3,0,0,0.26666666666666666,det conj acl:relcl,DD-K35.conllu
17.0,anāgīh,NOUN,conj,Sing,32,110,3.4374989257815853,16.0,abārīg,DET,det,1.0,2,4,2,0,1,2,0,0,0.5666666666666667,cc det,DD-K35.conllu
19.0,āhōg,NOUN,conj,Sing,15,0,0.0,22.0,kārān,NOUN,nmod,3.0,1,5,2,0,2,2,2,1,0.6333333333333333,cc nmod,DD-K35.conllu
22.0,kārān,NOUN,nmod,Plur,71,10,0.14084505058520413,21.0,wehdēn,NOUN,amod,1.0,2,7,2,0,1,2,0,0,0.7333333333333333,det amod,DD-K35.conllu
27.0,dādestān,NOUN,nsubj,Sing,17,58,3.4117626989631185,26.0,=š,PRON,nmod,1.0,2,8,2,0,1,1,0,0,0.9,nmod,DD-K35.conllu
29.0,ēwēnag,NOUN,csubj,Sing,110,181,1.645454395867782,28.0,čē,DET,det,1.0,2,9,2,0,6,6,0,0,0.9666666666666667,mark dislocated:topic cc:nc nsubj det cop,DD-K35.conllu
5.0,dēn,NOUN,obl,Sing,201,11,0.05472636543649923,7.0,mazdēsnān,NOUN,nmod,2.0,1,1,0,0,2,2,1,1,0.1111111111111111,case nmod,DD-K35.conllu
16.0,bēš,NOUN,acl:relcl,Sing,12,58,4.833329305558912,13.0,=š,PRON,nmod,3.0,2,5,0,0,5,4,0,0,0.35555555555555557,mark nmod obl advcl,DD-K35.conllu
20.0,wizārišn,NOUN,nsubj:outer,Sing,14,58,4.142854183675583,18.0,=iš,PRON,nmod,2.0,2,6,0,0,1,2,0,0,0.4444444444444444,nmod det,DD-K35.conllu
20.0,wizārišn,NOUN,nsubj:outer,Sing,14,224,15.999988571436734,19.0,ēn,DET,det,1.0,2,6,0,0,1,2,0,0,0.4444444444444444,nmod det,DD-K35.conllu
24.0,saxtīh,NOUN,nsubj,Sing,4,868,216.99945750135626,23.0,ān,DET,det,1.0,2,7,0,0,2,2,0,0,0.5333333333333333,det conj,DD-K35.conllu
37.0,saxtīh,NOUN,obl,Sing,4,92,22.999942500143753,43.0,was,ADV,advmod,6.0,1,11,0,0,2,4,1,1,0.8222222222222222,case conj conj advmod,DD-K35.conllu
17.0,pāddāšn,NOUN,obl,Sing,11,58,5.272722479343201,14.0,=š,PRON,nmod,3.0,2,2,0,3,1,3,0,0,0.3333333333333333,nmod case det,DD-K35.conllu
17.0,pāddāšn,NOUN,obl,Sing,11,868,78.90901917361893,16.0,ān,DET,det,1.0,2,2,0,3,1,3,0,0,0.3333333333333333,nmod case det,DD-K35.conllu
20.0,āsānīh,NOUN,nsubj,Sing,7,868,123.99982285739593,18.0,ān,DET,det,2.0,2,3,0,3,1,3,0,0,0.39215686274509803,det det conj,DD-K35.conllu
20.0,āsānīh,NOUN,nsubj,Sing,7,13,1.8571402040854228,19.0,and,DET,det,1.0,2,3,0,3,1,3,0,0,0.39215686274509803,det det conj,DD-K35.conllu
24.0,ruwān,NOUN,obl,Sing,77,372,4.831168203744389,22.0,bē,ADV,advmod,2.0,2,5,0,3,1,2,0,0,0.47058823529411764,advmod case,DD-K35.conllu
28.0,kas,PRON,nsubj,Sing,62,556,8.967740489074114,27.0,nē,PART,advmod,1.0,2,6,0,3,1,1,0,0,0.5490196078431373,advmod,DD-K35.conllu
31.0,saxtīh,NOUN,obl,Sing,4,868,216.99945750135626,30.0,ān,DET,det,1.0,2,6,0,3,4,4,0,0,0.6078431372549019,case det conj acl:relcl,DD-K35.conllu
39.0,kirbag,NOUN,nmod,Sing,61,868,14.229505864015431,38.0,ān,DET,det,1.0,2,8,1,2,1,1,0,0,0.7647058823529411,det,DD-K35.conllu
45.0,dēn,NOUN,obj,Sing,201,73,0.36318406153313126,46.0,weh,ADJ,amod,1.0,1,9,1,2,1,1,0,0,0.8823529411764706,amod,DD-K35.conllu
6.0,wehdēn,NOUN,nmod,Sing,18,120,6.666662962965021,5.0,ham,DET,det,1.0,2,1,0,0,1,1,0,0,0.3,det,DD-K35.conllu
7.0,dāšt,NOUN,obl,Sing,2,10,4.999975000125,6.0,wehdēn,NOUN,nmod,1.0,2,2,0,0,2,2,1,0,0.35,nmod case,DD-K35.conllu
10.0,hamēstārān,NOUN,obl,Plur,12,0,0.0,12.0,dēn,NOUN,nmod,2.0,1,3,0,0,2,2,1,1,0.5,case nmod,DD-K35.conllu
15.0,mihr,NOUN,obl,Sing,37,0,0.0,17.0,dēn,NOUN,nmod,2.0,1,5,0,0,2,2,1,1,0.75,nmod case,DD-K35.conllu
7.0,hangām,NOUN,obl,Sing,27,556,20.59258496570927,5.0,nē,PART,advmod,2.0,2,1,0,0,2,3,0,0,0.4666666666666667,advmod det conj,DD-K35.conllu
7.0,hangām,NOUN,obl,Sing,27,158,5.851849684500117,6.0,harw,DET,det,1.0,2,1,0,0,2,3,0,0,0.4666666666666667,advmod det conj,DD-K35.conllu
10.0,gāh,NOUN,conj,Sing,42,158,3.761903866213365,9.0,harw,DET,det,1.0,2,2,0,0,1,2,0,0,0.6666666666666666,cc det,DD-K35.conllu
13.0,wehān,NOUN,obl,Plur,37,556,15.027022965669467,11.0,nē,PART,advmod,2.0,2,3,0,0,1,2,0,0,0.8666666666666667,advmod det,DD-K35.conllu
13.0,wehān,NOUN,obl,Plur,37,158,4.270269116143481,12.0,harw,DET,det,1.0,2,3,0,0,1,2,0,0,0.8666666666666667,advmod det,DD-K35.conllu
4.0,nēkīh,NOUN,nsubj,Sing,28,64,2.2857134693880465,3.0,wēš,DET,det,1.0,2,0,1,3,2,2,0,0,0.3333333333333333,det nmod,DD-K35.conllu
4.0,nēkīh,NOUN,nsubj,Sing,28,73,2.607141926020741,6.0,wehān,NOUN,nmod,2.0,1,0,1,3,2,2,1,1,0.3333333333333333,det nmod,DD-K35.conllu
3.0,čim,NOUN,nsubj,Sing,54,58,1.0740738751715044,2.0,=š,PRON,nmod,1.0,2,0,0,0,1,1,0,0,0.75,nmod,DD-K35.conllu
4.0,ēn,PRON,dislocated:topic,Sing,95,229,2.4105260620498883,5.0,=iz,ADV,advmod,1.0,1,0,1,0,1,1,0,0,0.3333333333333333,advmod,DD-K35.conllu
9.0,wihān,NOUN,conj,Sing,8,1,0.12499984375019532,11.0,rasišn,NOUN,nmod,2.0,1,1,1,0,2,2,1,1,0.75,cc nmod,DD-K35.conllu
2.0,rasišn,NOUN,nsubj,Sing,11,0,0.0,4.0,anāgīh,NOUN,nmod,2.0,1,0,0,0,2,1,1,1,0.125,nmod,DD-K35.conllu
7.0,dar,NOUN,obl,Sing,31,93,2.9999990322583767,6.0,dō,NUM,nummod,1.0,2,2,0,0,1,2,0,0,0.4375,case nummod,DD-K35.conllu
10.0,dēwān,NOUN,obl,Plur,140,0,0.0,11.0,anāgīhbaxtārān,NOUN,appos,1.0,1,3,0,0,1,2,0,0,0.625,case appos,DD-K35.conllu
14.0,wattarān,NOUN,obl,Plur,23,0,0.0,16.0,anāgīhkirdārān,NOUN,appos,2.0,1,5,0,0,1,2,0,0,0.875,case appos,DD-K35.conllu
6.0,rasišn,NOUN,nmod,Sing,11,58,5.272722479343201,2.0,=š,PRON,nmod,4.0,2,1,0,0,1,1,0,0,0.6,nmod,DD-K35.conllu
